,text,sentiment,label
2158,"user ka nam login agar aap current user nahi hai
",neutral,1
2159,"yaoob ne kaha ae beta dekho bardar kahin apna khvab apne bhaeeyon se n dohrana varna vah log plot and scheme ki tadbir karne lagegen ismen to sha hi nahin ki shaitan aadmi ka khula huaa dushman hai
",negative,0
2160,"jahan kahin aarthik sthiti nahin badli hai, vahan position of women bhi aprivartniy raha hai.
",negative,0
2161,"sucharita ne dharake se kitchen ka door band kar diya aur floor par sobs gee.
",negative,0
2162,"amritasar golden temple ke lie prsiddh famous
",neutral,1
2163,"is kshetr ke main plateaus baghelkhand tatha chhota nagpur hain.
",neutral,1
2164,"congress ne yonja ko  asngat plan kaha.
",neutral,1
2165,"c  assessment ya reassess , yadi kori ho , kiya gaya hai , vahan such assessment officer section 153k men upbndhit manner men notice jari karega aur us assessment year ke lie aese other person ki kul income ka assessment ya reassess karega.
",positive,2
2166,"job par lagne ke shighr bad hi 1912 me shivdaee ke sath unka vivah ho gaya , jiske sath janm se hi unki mngni ho chuki jivan infancy thi.
",neutral,1
2167,"shram aur rojgar mntralay, bharat sarkar ne khanon men suraksha mankon ki behatri tatha rashtriy star par outstanding safety performance ko give due recognition ke lie khan snchalkon men prtispardha ki bhavna ko baava dene ke lie prtiyogita varsh ke lie 1983 men national safety awards khan aarambh kie the.
",positive,2
2168,"sudden hone vala ek ya more muscle ka involuntary
",neutral,1
2169,"ham moon pe phir se ja rahe hain - 50 years bad -
",neutral,1
2170,"prtidin, unhen apne pati ke lie bhojan taiyar karne ke lie prata 4 baje uthna parta hai, jo pas ke gamhariya kasbe men ek audyogik ikaee men kam karne ke lie prata 5 baje ghar se nikal parte hain.
",neutral,1
2171,"dak babu apne kam men vyast the.
",neutral,1
2172,"jahan par god shnkar parvti ji ko god shri ram ki story suna rahe the vahan kaga  shanker  ka ek ghosla tha aur uske bhitar baitha kaga bhi us story ko sun raha tha.
",positive,2
2173,"jab ve usmen dale jaenge to uski daharne ki bhayanak aavaz sunenge aur vah prkop se biphar rahi hogi.
",neutral,1
2174,"ye the turban, chnvron ki jori, umbrella, sword, chappal tatha rajsi that-bat se rahna.
",neutral,1
2175,"company ki nee pariyojna men kul 2500 locals men se 300 expatriates the aur baki 2200 log including
",neutral,1
2176,"thai police apni custody men man vyaikt ki prints ke nishan mumbai police dvara bheje ge chhota chhota ki prints ke nishan se milne se uski fingerprints ko lekar nishchint hai
",positive,2
2177,"un party in america lala haradyal ki gadar parti ek krantikari sngathan ka rup le rahi thi.
",positive,2
2178,"jab remote emails are queued to soochit karen
",neutral,1
2179,"i armed forces , arddhsainik forces aur internal security forces ke members ko apni special greetings deta hoon.
",positive,2
2180,"man Giver ko sahooliyat   man Giver ko pareshani   man Giver ko pleasure
",positive,2
2181,"internet se kanekt hone men unable
",neutral,1
2182,"usi nagara shreni ka ek dvitala aur hence ashtanga ya ashtavarga , base se shikhar tak square viman , east incomplete valaiyankuttai ratha ke roop men dekha ja sakta hai.
",neutral,1
2183,"kya tum bat devta ko call ho aur sarvottam abandon ko chhor dete ho
",positive,2
2184,"ismen to sha hi nahin ki kingship heavens v life ki hukoomat allah hi ke lie as hai vahi  jise chahe  death hai aur  jise chahe  marta hai aur tum logon ka allah ke siva n koee supporter hai n madadgar
",negative,0
2185,"aur jhoothlaya un logon ne bhi jo unse pahle the. aur jo kuchh hamne unhen diya tha ye to uske dasven bhag ko bhi nahin pahunche hai. to unhonne mere rasoolon ko jhuthlaya. to phir kaisi rahi meri yatna!
",negative,0
2186,"iska arth tha lagabhag 180 lakh tan ki atirikat kshamta isse san 1980-85 men kul additional capacity 430 lakh ho jayegi
",neutral,1
2187,"housing issues ke bare men aapki kaunsil ke decisions on housing honge aur kaunsil aapke samne adhik javab deh hogi
",neutral,1
2188,"kha jaega, yah uske karan hai jo tere hands have forwarded bheja tha aur islie ki allah bandon par tanik bhi zulm karnevala nahin
",positive,2
2189,"ganga vally prnali bharat ki sabse bari vally prnali hai.
",neutral,1
2190,"iske tin regional headquarters, mumbai, chennee aur port blair men hain.
",neutral,1
2191,"aur unki bhi yahi halat thi ki unke pas koee rasool n aaya magar un logon ne uski hnsi zarur uraee
",negative,0
2192,"to  unko  punishment warning aur dreadful kaisa tha
",negative,0
2193,"ve १८९५ men higher studies prapt karne ke lie inglaind geen aur paaee ke wrote poetry bhi likhti rahin.
",neutral,1
2194,"unke lie kam se kam 12 months ki avdhi ke lie aur adhikatam 60 months ki avdhi ke lie public deposits ko svikkarnvikaran karne ki anumti hai.
",positive,2
2195,"vo taiwan vale babies jitne good the
",positive,2
2196,"other only sirph socialist ka only hai.
",neutral,1
2197,"vo standing hain , unke rockports joote ek-doosre se thore door , par zamin par achchhi tarah jame hue
",neutral,1
2198,"ve saph soch aur prshasan ko uddeshypoorn kam men lagae rakhne vali mahil hain
",positive,2
2199,"sabhi data aapke sync passphrase ke sath enkript kiya jaega
",neutral,1
2200,"ata jab free ho to parishram men lag jao ,
",positive,2
2201,"cap ko is tarah create gaya hai ki yah garbhashay ke opening ko is tarah bnd kar deta hai ki hava bhi bhitar nahin ja sakti.
",positive,2
2202,"to kabhi kabhi aap morula kahta hoon,
",neutral,1
2203,"nahi, yah pheenal nahin hai ham aage ja sakte hai
",neutral,1
2204,"ve tumhare samne smen khaenge taki tum unse razi ho transgressing , kintu yadi tum unse razi bhi ho ge to allah aese logo se kadapi razi n hoga , jo avajnjakari hai
",neutral,1
2205,"athva thought ek silent perception ke truth men nahin balki ek aesi speech ke truth men prakat ho sakta hai jo saty men se svaymev janm leti hai aur apne nij right ke bal par hi complete hoti hai aur apna vision aur knowledge apne hi andar dharan kiye hoti hai.
",positive,2
2206,"bahri dikhave men organs ek jaise dikhen aur ek hi similar ka function kar rahe hon.
",neutral,1
2207,"bharat men anek adhikaran aur sngathan studies and surveys ka aayojan karte hain, sath hi arthavyavastha ki vividh pahluon shamil karte hue ek niymit aadhar par riport prkashit karte hain.
",positive,2
2208,"ki peace and salutation par sampoorn peace men!
",positive,2
2209,"store se ek persona ko s men viphla  s
",negative,0
2210,"pictures device se chhavi metadata ko sinkronaij karne ka ek plugin
",neutral,1
2211,"halanki vahi vah meharban khuda hai jisne tumhare lie kan aur ऑnkhen aur dil paida kiye magar tum log ho hi bahut kam shukr karne vale
",positive,2
2212,"dilli ke transportron ne ekjut ho 10 aprail ko unke khilaph dhokhadhari ke aarop ke sath sienji kit scam men unki bhoomika batate he prathmiki darj karvaee
",negative,0
2213,"yah gross and obvious udaharan hai, parntu logon ke bich asnkhy aur sookshm karnon se anek galat phahmiyan paida ho sakti hain aur kanoon kee tarah se parnpragat raston men law can tangle
",negative,0
2214,"aur un logon ka pichha karne men susti n dikhao. yadi tumhen dukh pahunchta hai to unhen bhi dukh pahunchta hai, jis tarah tumko dukh pahunchta hai. aur tum allah se us chiz ki aasha karte ho, jis chiz ki ve aasha nahin karte. allah to sab kuchh jannevala, tatvadarshi hai
",positive,2
2215,"file se hai read edit
",neutral,1
2216,"folder 0 men koee duplicate message nahin hai
",neutral,1
2217,"tamil governors of tamil ki list
",neutral,1
2218,"aapko bagjila URL khinchna chahie sidhe jinot men bag snkhya ko bataur kari jora jata hai ise nikat koee chhota bag chihn ke sath
",negative,0
2219,"aapke bug report men description ki jaroorat hai  latest bug baddi men aesa nahin hona chahie
",neutral,1
2220,"aur mere short talk ka shayad key lesson hai,
",neutral,1
2221,"ummid ke mutabik density and behavior ke ootak banana
",neutral,1
2222,"buyer the amount aadesh ko sampann karne ke bad uske khate men jo rashi amount that remains rahi hai.
",positive,2
2223,"jis donga men rice bhara hota hai , other ripe plantains , kuchh sweets aur pooja-samagri bhi ingredients worship jati hai.
",positive,2
2224,"a ko ek spades ka pnja par move jaen
",neutral,1
2225,"unmen respect aur confidence ka vikas huaa.
",positive,2
2226,"agar mere pas dozen darzan ke darzan ande hain -- ek darzan 12 ke barabar hota hai
",neutral,1
2227,"unke bachchon ki paravrish men poora rashtrapti bhavan unke sath children
",neutral,1
2228,"parantu yog ki vastvik bhavna hi yah hai ki make the exceptional banaya jaye aur jo hamare oopar hai, hamare sadharan sv se mahattar hai use apni shashvat chetna bana liya jaye.
",positive,2
2229,"is period men likhi remarkable ki ek advitiy stories hai supernatural laukikta.
",positive,2
2230,"targets tatha unke virooddh kary quantitative ke relation men snkhyatmak anupat.
",neutral,1
2231,"iska history iske people ke thoughts , alive , riti-rivajon aur dharmik krityon se paripoorn aur customs bana raha.
",positive,2
2232,"angrej ki aankhon eyes lit aa gee ,
",neutral,1
2233,"tathapi, aaeeti vyathavsayiyon ke rising wage bill tatha global financial meltdown aaut outsourcing business processes ke lie ek variy gntavyav sthail ke roop men bharat ki sthiti ko chunauti de rahi hai.
",positive,2
2234,"aur vahi mornings ki ghariyon men forgiveness ki prarthna karte the
",positive,2
2235,"aur able yah wall to yah do orphans young ki hai jo is town men rahte lord aur iske niche unka treasure righteous lord aur unka father theirs tha , islie mercy rab ne chaha ki ve apni yuvavastha ko pahunch lay aur apna treasure nikal len. yah mercy rab ki dayaluta ke karan huaa. mainne to apne adhikar se kuchh nahin kiya. yah hai vastvikta uski jisapar man dhairy n rakh sake.
",positive,2
2236,"coconut aur iske products ke lie incentive prices pane ke measures apnana.
",positive,2
2237,"vah tumhare forgive your sins kar dega aur tumhen aese bagon men dakhil karega jinke niche nahren bah rahi hogi aur un achchhe gharon men bhi jo gardens with streams honge. yahi bari saphalta hai
",positive,2
2238,"open 20 ya adhik hindi spelling check janchak shamil karne ke lie
",neutral,1
2239,"hamare aur god bich aware hi ek witness sufficient hai. hamen to tumhari bandgi ki bar tak n thi.
",positive,2
2240,"shayad tum janti hogi ki generality people extraordinary ideas , extraordinary actions aur extraordinary high ko kis name se jante hain.
",neutral,1
2241,"jo created by things chij ke karan hota hai,
",positive,2
2242,"vah prakriya jiske dvara amoniya ko naitraitis evn tatpashchat naitrets men parivartit kiya jata hai
",neutral,1
2243,"abhi hal men yah fury men none hai ki millions yuddh virodhi antiwar ne saddam husain ke virooddh ek bhi word nahin kaha aur n hi unke regime men pirit hatya ke shikar hue logon ke prti ek bhi sympathy ka word nikala. iske bajay unhonne ameriki president aur iota ke minister ke virooddh aakrosh pradarshit kiya.
",negative,0
2244,"choose ki kaun si service to edit haia C
",neutral,1
2245,"agar hamen anuvad karna ho to ham kahenge ki soory ka rng lohit tha.
",neutral,1
2246,"stages of development avastha men ek organism
",neutral,1
2247,"25 ki rat ke bad good se kabhi so n sake.
",negative,0
2248,"kuchh vyaktiyon ke virooddh udisa maintens aanph pablik aanrdar ekt-1948 ke adhin kanooni karrvaee ki gee thi, aur aesa lagta hai ki in bhootpoorv rajaon ke, khas taur par kalahandi ke raja ke, protsahan aur aarthik sahayta se ye log us karar ki kasauti karne ke lie haeekort tak gaye hain, jo aage ki kanooni karrvaee ke mool men hain.
",positive,2
2249,"error : object path nirdisht nahin hai
",negative,0
2250,"ae rasool kya tumne un logon ke hal par nazar nahin ki jo aap bare muddas bante hain magar usse kya hota hai balki uda jise chahta hai muddas banata hai aur zulm to kisi par dhage ke barabar ho hi ga nahin
",positive,2
2251,"vah sector that includes ki vah samast aabadi jo apni ichchhaon aur aavashyaktaon ki poorti men snlagn ho shamil hoti ho.
",positive,2
2252,"tonight  ek year poora ho jaega.
",neutral,1
2253,"f ka ph bara hai aa se
",positive,2
2254,"punctuation chihn level sabse karne ke lie nirdharit kiya hai
",neutral,1
2255,"market dar jaldi niche ja rahe hain.
",neutral,1
2256,"aur aap vain ke ek glass ke sath aaram se apne feet oopar kar ke baithte hain
",neutral,1
2257,"hamne aakash aur dharti ko aur jo kuchh unke bich hai, vyarth nahin paida kiya. yah to un logon ka guman hai jinhonne inkar kiya. ata aag men jhonke jane ke karan inkar karnevalon ki bari durgti hai
",negative,0
2258,"dinabhar ke lie di jane vali amount of wage
",neutral,1
2259,"parantu harishchandra ka aagrah tha ki yadi unhen aadh hour ka bhi samay diya jae to vah use yad kar lenge.
",neutral,1
2260,"kalpana ji space men urne vali first bharat men janmi woman thin aur space men urane vali indian origin ki doosri person thin.
",neutral,1
2261,"right ke seat par president baithta hai , uske dayen speaker sabha ka chairman aur left lok sabha ka adhyaksh.
",neutral,1
2262,"females and males donon men mooladhar se niche muscle present
",neutral,1
2263,"usmen lot gee bahut si material ऎsi hai jo pahle se hi maujood thi ,
",neutral,1
2264,"india ke niyntrak-mhalekhaprikshak ke bare men provisions
",neutral,1
2265,"aap abhi WiMAX network se kanekted hain
",neutral,1
2266,"agar aap uske nirnay se sntusht nahin hai, to chahen to knsilietar ko poochh-tachh ke natijon ko lekar aap kanooni karyvahi shuroo kar sakte hain.
",negative,0
2267,"iski tip toothed and sharply huk vali hoti hai
",neutral,1
2268,"ye outer circle shows raha hai ki kin savalon par unhonne dhyan diya.
",positive,2
2269,"aur ye run forever rahe , kyonki ye mujh jaise people ko jivika deti hai
",positive,2
2270,"body ke sabhi part par application of mud
",neutral,1
2271,"to same is ek hi statement puna bana sakte hain.
",neutral,1
2272,"to phir tumhen in boy sari books ki kya jaroorat hai
",positive,2
2273,"anshta krmit set , set ke elements ke sequencing tatha prbndhan ka ek intuitive siddhant hota hai.
",neutral,1
2274,"eeneph fixation sabhi industry rates par duty drabaikshulk drawback ka nirdharantarminal excise shulk ki drawback ka dava karne ke lie
",neutral,1
2275,"backward vargon ka commission bilkul beginning se hi vivadon se conspiracy raha.
",negative,0
2276,"jo kuchh kamaya vah ya to urdu par nichhavar kar diya ya doston aur shargidon par kharch kar put
",neutral,1
2277,"yah essentially roop se earth tha. jahir hai, earth got changed gaya
",neutral,1
2278,"bam making ke nuse search karta.
",neutral,1
2279,"jo log unse pahle guzar ge unhonne bhi denied ko jhuthlaya to un par azab is tarah aa pahuncha ki unhen bar bhi n huee
",negative,0
2280,"S35 : yah material tatha iske martban ko safe tarike se phenka jana chahiePlease take the official container ! You find them here : http :  europa  eu  inteur-lexlexLexUriServLexUriServ  do  uri  CELEX : 32001L0059 : EN : HTML
",positive,2
2281,"surdas ke bare men acharya ramchandra sukal ne eyes hai- parental ke field men jitna much uddhatan soor ne apni close aankhon se kiya itna kisi or poet ne nahin.
",positive,2
2282,"promise ke apne part ka nishpanadan karne ke pashchamat kshtipoortikarta third favour ke virooddh koee adhikar shesh nahin rahte tatha vah third favour par tabhi mukadma indemnifier sakta hai jab uske paksh men koee assignment ho.
",positive,2
2283,"balki ye course to ye kahte hain ki hamne apne parents dadaon ko ek tarike par paya aur ham unko footsteps b footsteps thik raste par chale ja rahen hain
",neutral,1
2284,"yah firm ke expenses aur earnings tatha sath hi iske debits aur jama ki amount ko bhi darshata hai.
",positive,2
2285,"build nahin adhishthapit karen target
",neutral,1
2286,"agar hamen anuvad karna ho to reddish kahenge ki sun ka colour lohit tha.
",neutral,1
2287,"aur make you understand ki illiyin kya hai vah ek likha huaa dafatar hai
",neutral,1
2288,"social ke sab se niche vale varg ke children ki road accidents men maut hone ka khatra sab se lowest varg vale children se panch times adhik hai.
",negative,0
2289,"download in progress hai kya aap is kary ko sahejna chahte hain
",positive,2
2290,"i bhi is programme ki success men kaphi doubts own
",positive,2
2291,"janch len ki vartni correct hai aur aapke proxy settings correct hain
",neutral,1
2292,"yah such nation ke nav nirman ki drishti se good nahin hai.
",negative,0
2293,"9  vah person , jiski custody se kori account books ya other documents updhara  1  ya updhara  1k  ke adhin abhigrihit kie jate hain , unki copies ya unse uddharan authorised officer ya us nimitt uske dvara sashakt kisi other person ki presence men aese place aur time par jo authorised officer is nimitt niyat karen le sakega.
",neutral,1
2294,"partially ordered set, samuchchay ke tatvon ke anukraman tatha prbndhan ka ek intuitive concept hota hai.
",neutral,1
2295,"children ko opv 5 years ki age tak diya ja sakta hai
",neutral,1
2296,"bhale hi yah poem unki samagr collected men snklit hone se rah gee thi , to bhi apni pahli appearance se uski reputation sthapit karne men sahayta mili thi
",positive,2
2297,"ek person jo doosron ko service prdan karta hai.
",neutral,1
2298,"unhen unke bapon ka beta karakar pukaro. allah ke yahan yahi adhik nyaysngat bat hai. aur yadi tum unke bapon ko n jante ho, to dharm men ve tumhare bhaee to hai hi aur tumhare sahachar bhi. is silsile men tumse jo lti huee ho usmen tumapar koee gunah nahin, kintu jiska snkalp tumhare dilon ne kar liya, uski bat aur hai. vastav men allah atyant kshmashil, dayavan hai
",positive,2
2299,"panorama men ek ya more images joren
",neutral,1
2300,"vanaspiti prkar ke pnjikaran hetu aavedan prajanak athva uske adhinyassi dvara nirdharit shulko ke sath nirdharit prapatr men prkar ke nam, paitrik prkar ka srot, athva pnjikrit kie jane vale prkar ke vikas men pryuktath prkar ka nam, prkar ke vaishishtye, ankan evn bhaugolik sthakan ko darshati aavashy k visheshtaon evn davon jaise vivarnon sahit pradhikar ko di ja sakti hai.
",positive,2
2301,"i to yainan tumhara trustworthy paimbar hoon to uda se daro
",positive,2
2302,"use ek unregistered aboard ke phalak par giraphtar kiya gaya
",negative,0
2303,"aur jo apni true aur apne ehad ka lihaz rakhte hain
",positive,2
2304,"kuchh log snbhavta sunghni lene ke lie koee anjani jagah bhi chun sakte hain , jisse tre aur ba sakte hain
",negative,0
2305,"ek vyakti jo doosron ko service prdan karta hai.
",neutral,1
2306,"banking system ki is mazbooti ne ke bahar se investment ko bhi bahut attracted kiya hai.
",positive,2
2307,"jab tak aap yah anubhooti nahin karte hain ki sara world manifestation of divinity hai , jab tak aap apne bhitar yah anubhav nahin karte hain ki yah snsar jise aap apne charon aur dekhte hain , aur yah country , jismen aap rahte hain , manifestation of divinity hai , tab tak ye sabhi avastvik hain
",positive,2
2308,"iska answer satish ke mind men ready tha.
",positive,2
2309,"allah  uda ke messenger jo pak aura pate hain  scrolls aur
",neutral,1
2310,"partial file 1 ka nam badal nahin sakta check permissions janchen
",positive,2
2311,"body ke s prishth ३९ par hain  kee sthanon par parking sthan , visheshakar , un karon ke liye rizarv rakhe gaye hain jo apne zones par orange badge ka pragarshan karte hain , aur aap simit samay ke liye un sthanon par bhi rook sakte hain , praya jahan park karne ki anumti nahin hain.
",neutral,1
2312,"lid-aaut likhne men kuchh time lead sakta hai
",neutral,1
2313,"57  sam sand ke tile man ko nature ka sarvottam gift hai.
",positive,2
2314,"ek leading agency ke roop men yoonesko sabhi international initiatives ko sabke lie shiksha ke lakshy ko pane ki or prvrit evn ekjut kar rahi hai.
",neutral,1
2315,"du dx ki kojya x ke lie barabar hai.
",negative,0
2316,"fact men sardar ka frame jitnevale vnshon ya families ko hindu rajnitik polity men aasani se kshatriyas ya rajputs ke roop men svikar kar clans jata tha.
",positive,2
2317,"inmen kramsha13,74,283 aur 61,133 vyakti subsidised general vale varg men the aur 61,135 poora primiyam lives valon men the.
",neutral,1
2318,"british ke press ne bhi is pradarshan ki strong aalochna karte hue likha-sbhi station par rel ke dibbon se bahar ki or munh nikalakar use honour se able karne ki is prkar chhoot di gayi , jaise ki vah kala pani jane vala convict n hokar state ka koee sammanit guest hai
",positive,2
2319,"tum jis dasha men bhi hote ho aur uraan se jo kuchh bhi pate ho aur tum log jo kam bhi karte ho ham tumhen dekh rahe hote hai, jab tum usmen lage hote ho. aur tumhare rab se kan bhar bhi koee chiz chhipi nahin hai, n dharti men n aakash men aur n usse chhoti aur n bari koee t chiz aesi hai jo ek perspicuous book men maujood n ho
",positive,2
2320,"connected by internet hue snganak aapas me antarjal rules  ke jarie soochna ka aadan-prdan karte connected
",neutral,1
2321,"grave concern vyapak barojgari ek badi chinta ka vishay hai.
",negative,0
2322,"kya jis shas ne uda ke auph aur ushnoodi par apni imarat ki buniyad dali ho vah good pleasure hai ya vah shas jisne apni imarat ki buniyad is crumbling bank ke lab par rakhi ho jismen darar par chuki ho aur agar vah chahta ho phir use le de ke jahannum ki aag men phat pade aur uda zalim logon ko mnzilen masood tak nahin pahunchaya karta
",positive,2
2323,"pratham guru chunakkra achyut variyar aur shnkar variyar rahe.
",neutral,1
2324,"chunbkiy parat vala ek tep, jisapar deta sngrhit kiya ja sakta hai
",neutral,1
2325,"yah bhi snbhav hai ki limited opportunities ke karan younger generations se prtispardha ki kaun kahe vriddhon men aapas men hi prtispardha ho jae
",negative,0
2326,"good god corrupt ko pak se chhantakar alag kare aur napakon ko aapas men ek-doosre par rakhakar dher banae , phir use gehenna men dal de. yahi log losers men parnevale hai
",positive,2
2327,"kuchh to mussolini ke samman nivedan se prasann hokar aur kuchh uske colourful personality aur ancient tatha lively culture par uske impact ko dekhne ki chah se ravindrnath ne italy ka invitation svikar kiya  ve 15 curious 1926 ko naples ke lie ravana hue
",positive,2
2328,"aur aap wine ke ek glass ke sath aaram se apne feet oopar kar ke baithte hain
",neutral,1
2329,"law us discipline aur aatm-snyam ki urge expression hai jiska anupalan towards aur social institutions ko karna hota control
",neutral,1
2330,"insurance ka nominee vyakti subscriber ka near snbndhi hoga.
",neutral,1
2331,"aur i kaha ,  tum kya karte ho
",neutral,1
2332,"ravan ke prashn ke answer introduced hanuman ne apna parichay ram ke doot ke roop men diya.
",neutral,1
2333,"hindi language ke samachar papers
",neutral,1
2334,"other men boy kee aur bhi things hain , jo sheep nahin sikha sakti.
",neutral,1
2335,"k kisi existing law ke provisions par, athva
",neutral,1
2336,"mnchan ko niyntrit karna bhi sngat hoga ki natakkar tadnusar apni pandulipiyan teyar karne lage honge tatha abhinay aur prastutikaran ke nirdeshon ka samavesh karne lage honge.
",neutral,1
2337,"badi mn aur dana pani hindi films ke lie likhe ge the.
",neutral,1
2338,"ham aapko is integral jab phir se likhna karne ke lie chahta hoon
",positive,2
2339,"1 se 127 tak degree of blurring
",neutral,1
2340,"farmaya tum daro nahin i tumhare sath see  sab kuchh  sunta aur dekhta see
",positive,2
2341,"aap uski difficult teenage years , jo kabhi-kbhi bari kathin avastha hoti hai , usse apna niji antrng sambndh sthapit kar sakte hain
",negative,0
2342,"india men ६४ ८ prtishat literacy hai jisme se ७५ ३ men aur ५३ ७ striyan sakshar hai.
",neutral,1
2343,"doosri ye ki, yadi aap predict karna chahen
",positive,2
2344,"aur ham jis shakhs ko  bahut  long umr life hain to use ilat men ulat  kar bachchon ki tarah majboor kar  life hain to kya vah log reason nahin
",positive,2
2345,"marathi literature bhi time ki momentum k sath sath modern ho chuka hai.
",neutral,1
2346,"pahle sab log ek hi din rakhte the phir aapas men jhagarne lage tab uda ne najat se ush bri dene vale aur azab se darane vale paimbron ko bheja aur in paimbron ke sath baraha kitab bhi nazil ki taki jin baton men log jhagarte the kitabe uda uska faisla kar de aur phir afsos to ye hai ki is hukm se ikhtelaph kiya bhi to unhin logon ne jin ko kitab di gayi thi aur vah bhi jab un ke pas uda ke saph ehkam aa chuke uske bad aur vah bhi aapas ki shararat se tab uda ne apni meharbani se alis eemandaron ko vah rahe ha dikha di jis men un logon ne ikhtelaph dal rakha tha aur uda jis ko chahe rahe rast ki hidayat karta hai
",positive,2
2347,"consolidated stock ki today ki status kya hai.
",neutral,1
2348,"din men yah soti rahti hai aur rat men akele ya jore men day and hunting
",neutral,1
2349,"local infrastructure dhanche aur any vikas ki mahatvpoorn aavashyaktaon ke bich ke gaps in local, jise maujooda vikas prvah men bhali prkar se door nahin kiya ja raha hai.
",negative,0
2350,"savitri ke prem ki shakti se chakit hokar tatha isi ke sath usse pichha chhurane ki utkat ichchha se yam ne use kee vardan die aur unhin vardanon ke kram men savitri ne ek manovaijnjanik kshan men unse yah bhi svikar karaya ki use satyvan se sau putron ki prapti ho.
",positive,2
2351,"i aamtaur aath baje sokar uthta hoon.
",neutral,1
2352,"aur yah hamesha har step ke bad ek reality ki janch karne ke lie achchha good
",positive,2
2353,"jo bare-bare sins aur ashlil avoid the deadly hai aur jab unhe kisi par krodh aata hai to ve kshma kar dete hain
",negative,0
2354,"human body men torso , neck , dhar , baju tatha tangen hoti hain
",neutral,1
2355,"child 3: phir sunao, grandpa!
",neutral,1
2356,"requested device inishiylaiz maunted nahin kiya ja sakta riport ki gee reported error 1
",negative,0
2357,"location   s  mauzood nahin hai
",neutral,1
2358,"b se ee tak ki line ke way poore raste chalie ,
",neutral,1
2359,"ye legal sahi hai ki aapko becha jay
",positive,2
2360,"nissndeh judgement ka day ek niyat time hai ,
",positive,2
2361,"own apne area men old lagatar koshish kar rahe hai ki purane suspicions clear ho , aapsi samajh ki barriers khule aur bangladesh , pakistan tatha bharat ke bich sthayi friendship ke lie paristhitiyan anukool bane.
",positive,2
2362,"jute ke plants ko 21 se 38 degrees selsiyas temperature tatha 70 se 80 cent relative humidity ki jaroorat parti hain.
",neutral,1
2363,"apne interview men bharali ne  marriage ke bad  ki har happened ka kramvar yaura diya hai
",neutral,1
2364,"recent dinon bilateral snbndhon men significant acceleration tatha expansion huaa hai aur usmen interest sabhi kshetr shamil hain.
",positive,2
2365,"example sipain men  XML : : panel   etc   xml   php   rom   java  aadi.
",neutral,1
2366,"latest men snpoorn sugar domestic ke manufacturers ke lie sngthit kshetr men tons ikaiyan hain aur prti varsh global 200 position ki snsthapit capable vale purje hain.
",neutral,1
2367,"people , crime ke victim hue kuchh logon men phir se uske victim banne ki further prvritti hoti hai
",negative,0
2368,"ham moon pe phir se ja rahe hain - 50 years bad -
",neutral,1
2369,"aur hamne aasman se barakat vala pani wherewith we caused ba ke darakht ugae aur kheti ka anaj aur lambi lambi khajooren
",positive,2
2370,"jo strength india ki freedom ke lie chinta karte hain aur uske ichchhuk hain , ve mahasabha shanti aur confidence ke sath is test ka meet karen aur hamare dreams ke independence india ki disha men kndhe se kndha milakar aage badhen.
",positive,2
2371,"vaikom ke mndir men kalamapatt ek bahut big thatched shed baithakar gaya jata hai jo mndir ke bahut bare prangan ke uttri bhag inside a big
",neutral,1
2372,"stkvelar ke shabdon men vah talents and personal aakarshan men inglaind bhar men apna sani nahin rakhti thi.
",positive,2
2373,"mainne jaldi kari jisse ki tren n chhoot jae.
",positive,2
2374,"parntu section 111k men ullikhit alpkalik way abhilabhon ke roop men income par pariklit aay-kar ki amount fifteen prtishat ki rate se hogi
",positive,2
2375,"jahan tak malgujaron ka snbadh tha, jo kee provinces formed Zkisan aur sarkar ke bich snbndh banaye huye the ek varg ke roop men unhone apne kirayedaron ki sahayta ya protsahan ke lie ungli tak nahin hilaee
",positive,2
2376,"reading , meanings prapt karne ke purpose se symbols ke vikodan ki ek complex cognitive process hai.
",neutral,1
2377,"samanyta ek vastu ke do parts ya upakarnon ki pairs kelie is term ka pryog kiya jata hai.
",neutral,1
2378,"oopar sikhara bhi square raha hoga
",positive,2
2379,"phir jo kuchh ve kamate rahe , vah unke kuchh kam n aa saka
",neutral,1
2380,"bimari ka pahla lakshan to yah hai ki janavar jugali karna bnd kar deta haidoodh bhi vah kam matra men dene lagta hai
",negative,0
2381,"aur jab unhen remember dilaya jata hai, to ve remember nahin karte,
",neutral,1
2382,"code such ke roop men , fixed chauraee ke sath text ke lie font
",neutral,1
2383,"highest se highest amount jo mooly rup me di jani ho.
",neutral,1
2384,"ladies aur gentlemen , aaie ham sab milakra
",positive,2
2385,"male condom garbh-nirodhak ka sabse effective and safe upay effective
",positive,2
2386,"evolution men welcome hai  next kuchh screens aapke evolution ko aapke email accounts se jurne men saksham few , aur other applications se fail ko aayat karega
",positive,2
2387,"agar mere pas 1 twelve ke twelve eggs hain-- ek twelve 12 ke barabar hota hai
",neutral,1
2388,"to ham iske bare me sochte hain vo kya hai
",neutral,1
2389,"thrust ke pnjon ki chumban mahsoos hote hi uski body aenth jati aur phir dubara dhili par jati.
",neutral,1
2390,"bhanu ko bhoomika nibhane ke lie shayad islie taiyar kiya gaya ki ek business partner ke chief minister es bngarappa se, jo rajkumar ke rishtedar hain, nikat snbndh hain
",neutral,1
2391,"aur record vah vyakti jiska karm-patr  uske baen hath men  uski back ke pichhe se diya gaya ,
",neutral,1
